HH1,HH2,LN,CM11
1.0,2.0,2.0,1.0
1.0,5.0,2.0,3.0
1.0,6.0,1.0,3.0
1.0,7.0,1.0,4.0
1.0,7.0,2.0,0.0
1.0,9.0,1.0,2.0
1.0,9.0,4.0,1.0
1.0,9.0,5.0,0.0
1.0,10.0,2.0,3.0
1.0,10.0,5.0,0.0
1.0,12.0,6.0,0.0
1.0,12.0,7.0,0.0
1.0,14.0,2.0,4.0
1.0,14.0,5.0,3.0
1.0,14.0,9.0,0.0
1.0,15.0,1.0,3.0
1.0,17.0,1.0,0.0
1.0,18.0,2.0,4.0
2.0,1.0,2.0,2.0
2.0,2.0,1.0,2.0
2.0,3.0,1.0,5.0
2.0,4.0,2.0,2.0
2.0,5.0,2.0,2.0
2.0,6.0,1.0,4.0
2.0,7.0,1.0,1.0
2.0,7.0,2.0,0.0
2.0,10.0,1.0,2.0
2.0,11.0,2.0,6.0
2.0,11.0,4.0,0.0
2.0,12.0,2.0,2.0
2.0,12.0,3.0,0.0
2.0,12.0,4.0,0.0
2.0,13.0,2.0,5.0
2.0,14.0,2.0,2.0
2.0,16.0,2.0,2.0
2.0,16.0,5.0,0.0
2.0,17.0,2.0,3.0
2.0,20.0,2.0,1.0
3.0,1.0,2.0,6.0
3.0,2.0,2.0,7.0
3.0,2.0,3.0,0.0
3.0,6.0,2.0,1.0
3.0,8.0,2.0,0.0
3.0,11.0,1.0,7.0
3.0,13.0,1.0,8.0
3.0,18.0,2.0,5.0
3.0,18.0,3.0,0.0
4.0,1.0,2.0,4.0
4.0,1.0,3.0,0.0
4.0,1.0,8.0,0.0
4.0,3.0,4.0,1.0
4.0,3.0,5.0,
4.0,5.0,2.0,4.0
4.0,6.0,2.0,4.0
4.0,7.0,2.0,5.0
4.0,8.0,2.0,5.0
4.0,8.0,3.0,0.0
4.0,9.0,2.0,2.0
4.0,10.0,1.0,2.0
4.0,11.0,2.0,3.0
4.0,11.0,6.0,0.0
4.0,12.0,2.0,4.0
4.0,13.0,2.0,1.0
4.0,14.0,2.0,4.0
4.0,15.0,2.0,3.0
4.0,16.0,2.0,3.0
4.0,16.0,3.0,0.0
4.0,18.0,2.0,3.0
4.0,18.0,6.0,0.0
4.0,18.0,7.0,0.0
4.0,19.0,2.0,0.0
4.0,20.0,2.0,7.0
4.0,20.0,3.0,0.0
5.0,1.0,1.0,0.0
5.0,1.0,4.0,0.0
5.0,3.0,2.0,1.0
5.0,4.0,2.0,9.0
5.0,4.0,7.0,
5.0,7.0,3.0,0.0
5.0,8.0,1.0,0.0
5.0,10.0,2.0,3.0
5.0,11.0,2.0,3.0
5.0,11.0,6.0,0.0
5.0,12.0,1.0,3.0
5.0,12.0,2.0,0.0
5.0,12.0,4.0,0.0
5.0,13.0,2.0,1.0
5.0,14.0,2.0,2.0
5.0,15.0,2.0,6.0
5.0,16.0,1.0,2.0
5.0,18.0,2.0,2.0
5.0,19.0,1.0,4.0
5.0,19.0,2.0,0.0
5.0,20.0,2.0,2.0
6.0,1.0,1.0,1.0
6.0,3.0,1.0,0.0
6.0,5.0,2.0,5.0
6.0,5.0,3.0,0.0
6.0,6.0,2.0,2.0
6.0,11.0,1.0,6.0
6.0,12.0,2.0,4.0
6.0,12.0,3.0,0.0
6.0,13.0,2.0,4.0
6.0,13.0,3.0,0.0
6.0,14.0,1.0,0.0
6.0,16.0,2.0,5.0
6.0,17.0,2.0,3.0
6.0,17.0,3.0,0.0
6.0,20.0,1.0,2.0
7.0,4.0,2.0,0.0
7.0,6.0,2.0,4.0
7.0,7.0,2.0,5.0
7.0,8.0,2.0,0.0
7.0,9.0,1.0,4.0
7.0,11.0,2.0,3.0
7.0,14.0,1.0,3.0
7.0,15.0,2.0,3.0
7.0,18.0,2.0,6.0
7.0,19.0,1.0,6.0
7.0,19.0,2.0,0.0
8.0,2.0,2.0,3.0
8.0,2.0,5.0,0.0
8.0,3.0,2.0,3.0
8.0,4.0,2.0,2.0
8.0,5.0,2.0,4.0
8.0,7.0,2.0,8.0
8.0,7.0,3.0,0.0
8.0,10.0,1.0,6.0
8.0,13.0,2.0,4.0
8.0,14.0,2.0,5.0
8.0,14.0,3.0,0.0
8.0,15.0,2.0,2.0
8.0,17.0,2.0,1.0
9.0,1.0,2.0,2.0
9.0,3.0,3.0,0.0
9.0,3.0,5.0,0.0
9.0,5.0,2.0,4.0
9.0,6.0,2.0,1.0
9.0,7.0,2.0,0.0
9.0,8.0,2.0,4.0
9.0,8.0,3.0,0.0
9.0,9.0,1.0,0.0
9.0,10.0,2.0,1.0
9.0,11.0,2.0,3.0
9.0,15.0,2.0,4.0
9.0,16.0,2.0,3.0
9.0,16.0,3.0,0.0
9.0,16.0,6.0,0.0
9.0,18.0,2.0,0.0
10.0,2.0,2.0,3.0
10.0,3.0,2.0,
10.0,3.0,8.0,0.0
10.0,4.0,2.0,1.0
10.0,5.0,1.0,2.0
10.0,6.0,2.0,3.0
10.0,8.0,1.0,0.0
10.0,9.0,2.0,3.0
10.0,9.0,4.0,0.0
10.0,12.0,2.0,4.0
10.0,13.0,2.0,2.0
10.0,14.0,2.0,2.0
10.0,15.0,2.0,5.0
10.0,16.0,2.0,1.0
10.0,17.0,2.0,2.0
10.0,17.0,5.0,0.0
10.0,18.0,2.0,
10.0,19.0,2.0,3.0
10.0,20.0,2.0,0.0
11.0,2.0,1.0,
11.0,2.0,2.0,0.0
11.0,3.0,2.0,
11.0,3.0,6.0,0.0
11.0,4.0,2.0,4.0
11.0,4.0,3.0,0.0
11.0,5.0,3.0,2.0
11.0,6.0,2.0,0.0
11.0,9.0,2.0,2.0
11.0,10.0,2.0,4.0
11.0,10.0,3.0,0.0
11.0,11.0,1.0,4.0
11.0,12.0,2.0,3.0
11.0,13.0,2.0,2.0
11.0,13.0,3.0,0.0
11.0,15.0,2.0,2.0
11.0,18.0,2.0,2.0
11.0,18.0,3.0,0.0
11.0,18.0,4.0,0.0
11.0,18.0,8.0,0.0
12.0,3.0,2.0,2.0
12.0,4.0,1.0,3.0
12.0,4.0,2.0,0.0
12.0,5.0,2.0,
12.0,6.0,2.0,6.0
12.0,8.0,2.0,
12.0,9.0,2.0,3.0
12.0,9.0,3.0,0.0
12.0,10.0,2.0,3.0
12.0,13.0,2.0,5.0
12.0,17.0,1.0,4.0
12.0,17.0,2.0,1.0
12.0,19.0,2.0,2.0
13.0,1.0,2.0,0.0
13.0,1.0,3.0,4.0
13.0,1.0,4.0,0.0
13.0,1.0,5.0,0.0
13.0,2.0,1.0,5.0
13.0,5.0,1.0,3.0
13.0,5.0,3.0,0.0
13.0,6.0,2.0,1.0
13.0,7.0,2.0,1.0
13.0,8.0,2.0,2.0
13.0,9.0,2.0,3.0
13.0,10.0,2.0,5.0
13.0,11.0,2.0,0.0
13.0,12.0,1.0,1.0
13.0,12.0,2.0,0.0
13.0,14.0,2.0,3.0
13.0,15.0,1.0,4.0
13.0,17.0,2.0,3.0
13.0,17.0,3.0,
14.0,1.0,2.0,1.0
14.0,2.0,2.0,3.0
14.0,3.0,2.0,2.0
14.0,5.0,1.0,3.0
14.0,6.0,3.0,0.0
14.0,7.0,2.0,3.0
14.0,8.0,2.0,0.0
14.0,9.0,1.0,5.0
14.0,10.0,2.0,6.0
14.0,10.0,9.0,1.0
14.0,11.0,2.0,0.0
14.0,12.0,2.0,4.0
14.0,12.0,3.0,0.0
14.0,12.0,7.0,0.0
14.0,14.0,2.0,1.0
14.0,15.0,1.0,1.0
14.0,16.0,1.0,0.0
14.0,16.0,2.0,1.0
14.0,18.0,1.0,4.0
14.0,19.0,2.0,6.0
14.0,20.0,2.0,3.0
15.0,1.0,2.0,3.0
15.0,2.0,2.0,6.0
15.0,4.0,3.0,
15.0,4.0,6.0,0.0
15.0,4.0,10.0,0.0
15.0,4.0,11.0,0.0
15.0,5.0,1.0,2.0
15.0,5.0,5.0,0.0
15.0,6.0,1.0,0.0
15.0,7.0,2.0,2.0
15.0,9.0,2.0,0.0
15.0,10.0,1.0,5.0
15.0,11.0,1.0,1.0
15.0,12.0,2.0,3.0
15.0,12.0,3.0,0.0
15.0,14.0,1.0,3.0
15.0,14.0,3.0,
15.0,14.0,7.0,0.0
15.0,15.0,2.0,4.0
15.0,16.0,2.0,2.0
15.0,17.0,2.0,1.0
16.0,1.0,2.0,3.0
16.0,2.0,2.0,0.0
16.0,3.0,2.0,0.0
16.0,5.0,2.0,1.0
16.0,6.0,2.0,4.0
16.0,7.0,2.0,3.0
16.0,8.0,2.0,3.0
16.0,9.0,2.0,7.0
16.0,11.0,2.0,2.0
16.0,13.0,1.0,1.0
16.0,14.0,2.0,1.0
16.0,16.0,2.0,6.0
16.0,17.0,1.0,2.0
16.0,19.0,2.0,2.0
17.0,1.0,2.0,3.0
17.0,2.0,2.0,4.0
17.0,3.0,2.0,2.0
17.0,4.0,2.0,2.0
17.0,5.0,2.0,1.0
17.0,6.0,2.0,8.0
17.0,6.0,9.0,4.0
17.0,8.0,2.0,4.0
17.0,9.0,2.0,4.0
17.0,10.0,2.0,3.0
17.0,12.0,2.0,5.0
17.0,12.0,8.0,0.0
17.0,12.0,11.0,4.0
17.0,14.0,2.0,6.0
17.0,18.0,3.0,1.0
17.0,19.0,4.0,7.0
17.0,19.0,5.0,0.0
17.0,19.0,6.0,
17.0,20.0,2.0,3.0
18.0,2.0,2.0,3.0
18.0,2.0,3.0,0.0
18.0,3.0,2.0,6.0
18.0,3.0,7.0,4.0
18.0,6.0,2.0,5.0
18.0,9.0,2.0,4.0
18.0,10.0,2.0,0.0
18.0,11.0,3.0,0.0
18.0,12.0,2.0,2.0
18.0,13.0,2.0,0.0
18.0,14.0,2.0,4.0
18.0,14.0,7.0,0.0
18.0,15.0,2.0,4.0
18.0,16.0,2.0,0.0
18.0,17.0,2.0,0.0
18.0,18.0,4.0,0.0
18.0,19.0,2.0,5.0
18.0,20.0,3.0,1.0
19.0,1.0,2.0,6.0
19.0,4.0,2.0,6.0
19.0,5.0,2.0,5.0
19.0,5.0,4.0,0.0
19.0,6.0,1.0,4.0
19.0,6.0,2.0,1.0
19.0,9.0,2.0,6.0
19.0,10.0,2.0,7.0
19.0,10.0,3.0,0.0
19.0,10.0,4.0,0.0
19.0,12.0,2.0,3.0
19.0,16.0,2.0,2.0
19.0,16.0,5.0,0.0
19.0,17.0,3.0,0.0
19.0,18.0,2.0,1.0
20.0,2.0,1.0,4.0
20.0,2.0,2.0,0.0
20.0,3.0,2.0,0.0
20.0,3.0,3.0,0.0
20.0,4.0,3.0,0.0
20.0,4.0,4.0,0.0
20.0,4.0,5.0,0.0
20.0,4.0,6.0,0.0
20.0,6.0,1.0,4.0
20.0,10.0,1.0,3.0
20.0,14.0,1.0,3.0
20.0,15.0,2.0,1.0
20.0,15.0,4.0,0.0
20.0,18.0,2.0,2.0
21.0,5.0,2.0,4.0
21.0,6.0,2.0,5.0
21.0,6.0,3.0,
21.0,7.0,2.0,6.0
21.0,12.0,2.0,5.0
21.0,13.0,2.0,3.0
21.0,14.0,1.0,0.0
21.0,18.0,2.0,3.0
22.0,1.0,2.0,2.0
22.0,2.0,2.0,4.0
22.0,2.0,3.0,0.0
22.0,3.0,2.0,2.0
22.0,4.0,1.0,3.0
22.0,5.0,2.0,7.0
22.0,5.0,10.0,0.0
22.0,8.0,2.0,0.0
22.0,9.0,1.0,8.0
22.0,10.0,2.0,2.0
22.0,10.0,3.0,
22.0,15.0,2.0,7.0
22.0,15.0,4.0,0.0
22.0,16.0,2.0,0.0
22.0,17.0,2.0,6.0
22.0,19.0,2.0,4.0
22.0,20.0,2.0,3.0
23.0,1.0,2.0,2.0
23.0,2.0,2.0,2.0
23.0,3.0,2.0,2.0
23.0,4.0,2.0,6.0
23.0,4.0,3.0,0.0
23.0,5.0,1.0,7.0
23.0,8.0,3.0,4.0
23.0,9.0,2.0,4.0
23.0,10.0,2.0,4.0
23.0,10.0,3.0,0.0
23.0,11.0,2.0,6.0
23.0,13.0,2.0,3.0
23.0,15.0,2.0,3.0
23.0,20.0,2.0,3.0
24.0,1.0,2.0,9.0
24.0,4.0,2.0,0.0
24.0,5.0,2.0,1.0
24.0,6.0,2.0,0.0
24.0,7.0,2.0,
24.0,9.0,1.0,7.0
24.0,11.0,2.0,
24.0,14.0,2.0,0.0
24.0,16.0,2.0,8.0
24.0,16.0,6.0,0.0
24.0,18.0,2.0,4.0
24.0,18.0,3.0,2.0
24.0,19.0,1.0,6.0
24.0,20.0,3.0,3.0
25.0,1.0,2.0,1.0
25.0,2.0,2.0,1.0
25.0,3.0,2.0,6.0
25.0,6.0,2.0,7.0
25.0,6.0,4.0,0.0
25.0,7.0,1.0,7.0
25.0,7.0,2.0,0.0
25.0,8.0,2.0,0.0
25.0,12.0,1.0,6.0
25.0,13.0,2.0,2.0
25.0,14.0,2.0,2.0
25.0,14.0,5.0,0.0
25.0,16.0,2.0,6.0
25.0,18.0,2.0,2.0
25.0,19.0,1.0,7.0
26.0,1.0,2.0,2.0
26.0,2.0,2.0,4.0
26.0,2.0,4.0,0.0
26.0,3.0,2.0,5.0
26.0,3.0,5.0,
26.0,4.0,1.0,
26.0,6.0,4.0,0.0
26.0,6.0,5.0,0.0
26.0,7.0,2.0,6.0
26.0,8.0,1.0,
26.0,8.0,2.0,2.0
26.0,9.0,2.0,7.0
26.0,10.0,2.0,4.0
26.0,10.0,3.0,0.0
26.0,14.0,2.0,3.0
26.0,16.0,2.0,3.0
26.0,19.0,2.0,5.0
27.0,1.0,1.0,7.0
27.0,1.0,3.0,1.0
27.0,2.0,2.0,
27.0,4.0,2.0,3.0
27.0,4.0,3.0,0.0
27.0,6.0,2.0,5.0
27.0,7.0,3.0,0.0
27.0,9.0,5.0,0.0
27.0,10.0,3.0,2.0
27.0,11.0,2.0,2.0
27.0,15.0,2.0,0.0
27.0,16.0,2.0,4.0
27.0,17.0,2.0,4.0
27.0,18.0,2.0,0.0
27.0,19.0,2.0,7.0
27.0,20.0,2.0,
27.0,20.0,3.0,0.0
28.0,1.0,2.0,5.0
28.0,2.0,2.0,3.0
28.0,5.0,1.0,4.0
28.0,5.0,3.0,0.0
28.0,6.0,3.0,
28.0,6.0,4.0,
28.0,9.0,2.0,7.0
28.0,11.0,2.0,5.0
28.0,13.0,1.0,2.0
28.0,14.0,1.0,3.0
28.0,16.0,2.0,2.0
28.0,18.0,1.0,1.0
28.0,19.0,2.0,2.0
28.0,19.0,4.0,0.0
29.0,1.0,2.0,3.0
29.0,2.0,2.0,6.0
29.0,2.0,4.0,0.0
29.0,3.0,1.0,6.0
29.0,3.0,2.0,0.0
29.0,6.0,3.0,0.0
29.0,9.0,2.0,10.0
29.0,10.0,1.0,5.0
29.0,15.0,2.0,4.0
29.0,17.0,2.0,5.0
29.0,19.0,2.0,3.0
29.0,19.0,3.0,
30.0,1.0,2.0,7.0
30.0,1.0,5.0,1.0
30.0,1.0,7.0,0.0
30.0,3.0,2.0,5.0
30.0,4.0,1.0,4.0
30.0,5.0,3.0,4.0
30.0,6.0,2.0,4.0
30.0,8.0,2.0,4.0
30.0,8.0,3.0,0.0
30.0,10.0,2.0,4.0
30.0,11.0,2.0,4.0
30.0,11.0,3.0,0.0
30.0,12.0,2.0,3.0
30.0,13.0,3.0,0.0
30.0,14.0,1.0,6.0
30.0,14.0,2.0,0.0
30.0,15.0,2.0,5.0
30.0,17.0,2.0,
30.0,19.0,2.0,7.0
30.0,20.0,2.0,1.0
31.0,2.0,1.0,3.0
31.0,3.0,2.0,6.0
31.0,4.0,2.0,0.0
31.0,5.0,1.0,7.0
31.0,7.0,2.0,6.0
31.0,7.0,3.0,0.0
31.0,7.0,4.0,0.0
31.0,9.0,1.0,3.0
31.0,9.0,2.0,0.0
31.0,13.0,2.0,1.0
31.0,15.0,2.0,3.0
31.0,17.0,2.0,5.0
31.0,18.0,2.0,5.0
31.0,20.0,2.0,10.0
31.0,20.0,3.0,0.0
32.0,1.0,2.0,0.0
32.0,2.0,2.0,2.0
32.0,4.0,2.0,2.0
32.0,7.0,1.0,7.0
32.0,12.0,3.0,4.0
32.0,12.0,11.0,0.0
32.0,13.0,1.0,3.0
32.0,14.0,1.0,6.0
32.0,14.0,2.0,1.0
32.0,14.0,3.0,0.0
32.0,18.0,2.0,9.0
32.0,18.0,3.0,0.0
32.0,19.0,3.0,1.0
32.0,20.0,2.0,5.0
32.0,20.0,3.0,
33.0,2.0,2.0,2.0
33.0,4.0,2.0,0.0
33.0,8.0,1.0,0.0
33.0,9.0,2.0,2.0
33.0,10.0,3.0,0.0
33.0,15.0,2.0,4.0
33.0,15.0,3.0,1.0
33.0,17.0,2.0,3.0
33.0,17.0,3.0,0.0
33.0,19.0,3.0,1.0
34.0,2.0,1.0,2.0
34.0,3.0,1.0,0.0
34.0,4.0,2.0,1.0
34.0,5.0,2.0,11.0
34.0,5.0,8.0,0.0
34.0,6.0,2.0,3.0
34.0,7.0,2.0,4.0
34.0,8.0,3.0,0.0
34.0,8.0,4.0,3.0
34.0,8.0,8.0,2.0
34.0,9.0,1.0,8.0
34.0,9.0,3.0,0.0
34.0,9.0,4.0,0.0
34.0,10.0,2.0,2.0
34.0,12.0,2.0,9.0
34.0,15.0,3.0,8.0
34.0,15.0,5.0,0.0
34.0,17.0,2.0,2.0
34.0,18.0,4.0,0.0
34.0,19.0,2.0,6.0
34.0,19.0,3.0,0.0
34.0,20.0,4.0,0.0
35.0,1.0,2.0,6.0
35.0,4.0,4.0,0.0
35.0,4.0,6.0,0.0
35.0,5.0,2.0,5.0
35.0,6.0,2.0,1.0
35.0,7.0,2.0,5.0
35.0,9.0,2.0,6.0
35.0,11.0,2.0,0.0
35.0,12.0,2.0,6.0
35.0,14.0,4.0,0.0
35.0,15.0,2.0,6.0
35.0,15.0,3.0,0.0
35.0,17.0,2.0,6.0
35.0,19.0,2.0,5.0
35.0,20.0,2.0,1.0
36.0,1.0,2.0,5.0
36.0,3.0,2.0,3.0
36.0,6.0,2.0,0.0
36.0,6.0,3.0,1.0
36.0,6.0,5.0,0.0
36.0,7.0,2.0,5.0
36.0,8.0,2.0,6.0
36.0,8.0,4.0,0.0
36.0,10.0,2.0,3.0
36.0,11.0,2.0,2.0
36.0,12.0,2.0,5.0
36.0,13.0,2.0,10.0
36.0,14.0,2.0,4.0
36.0,15.0,4.0,0.0
36.0,17.0,2.0,3.0
36.0,18.0,2.0,4.0
36.0,19.0,2.0,3.0
37.0,3.0,2.0,3.0
37.0,5.0,1.0,3.0
37.0,5.0,2.0,0.0
37.0,8.0,2.0,3.0
37.0,8.0,4.0,0.0
37.0,9.0,2.0,0.0
37.0,12.0,2.0,
37.0,12.0,3.0,0.0
37.0,14.0,1.0,6.0
37.0,14.0,3.0,0.0
37.0,15.0,2.0,7.0
37.0,16.0,2.0,4.0
37.0,18.0,1.0,5.0
37.0,19.0,3.0,0.0
37.0,19.0,4.0,0.0
37.0,20.0,2.0,5.0
38.0,2.0,5.0,1.0
38.0,4.0,1.0,2.0
38.0,5.0,4.0,0.0
38.0,7.0,3.0,
38.0,8.0,2.0,2.0
38.0,11.0,3.0,2.0
38.0,12.0,2.0,4.0
38.0,15.0,2.0,1.0
38.0,16.0,2.0,3.0
38.0,17.0,2.0,4.0
39.0,2.0,2.0,4.0
39.0,2.0,6.0,0.0
39.0,3.0,2.0,4.0
39.0,4.0,2.0,2.0
39.0,5.0,1.0,5.0
39.0,6.0,1.0,
39.0,10.0,2.0,7.0
39.0,11.0,2.0,14.0
39.0,11.0,4.0,0.0
39.0,12.0,2.0,4.0
39.0,14.0,2.0,6.0
39.0,16.0,2.0,0.0
39.0,17.0,2.0,6.0
39.0,18.0,2.0,5.0
39.0,19.0,2.0,5.0
40.0,3.0,1.0,0.0
40.0,3.0,2.0,0.0
40.0,4.0,2.0,4.0
40.0,7.0,2.0,3.0
40.0,7.0,5.0,0.0
40.0,9.0,2.0,3.0
40.0,12.0,2.0,2.0
40.0,14.0,2.0,2.0
40.0,16.0,2.0,4.0
41.0,2.0,1.0,4.0
41.0,3.0,2.0,8.0
41.0,7.0,2.0,1.0
41.0,10.0,1.0,9.0
41.0,11.0,2.0,2.0
41.0,14.0,3.0,0.0
41.0,14.0,4.0,0.0
41.0,15.0,1.0,2.0
41.0,16.0,2.0,4.0
41.0,17.0,1.0,4.0
41.0,18.0,4.0,1.0
41.0,20.0,2.0,5.0
42.0,1.0,1.0,
42.0,1.0,2.0,0.0
42.0,1.0,3.0,0.0
42.0,4.0,2.0,
42.0,5.0,1.0,3.0
42.0,6.0,2.0,4.0
42.0,6.0,5.0,
42.0,6.0,8.0,
42.0,6.0,11.0,0.0
42.0,17.0,2.0,4.0
42.0,19.0,1.0,7.0
42.0,20.0,2.0,3.0
43.0,2.0,2.0,4.0
43.0,5.0,1.0,5.0
43.0,6.0,2.0,4.0
43.0,7.0,2.0,4.0
43.0,9.0,3.0,
43.0,10.0,1.0,0.0
43.0,12.0,2.0,3.0
43.0,12.0,3.0,3.0
43.0,13.0,2.0,2.0
43.0,14.0,1.0,6.0
43.0,15.0,3.0,0.0
43.0,16.0,3.0,0.0
43.0,17.0,1.0,2.0
43.0,18.0,1.0,7.0
43.0,20.0,1.0,3.0
43.0,20.0,3.0,0.0
43.0,20.0,7.0,
44.0,1.0,3.0,0.0
44.0,3.0,1.0,4.0
44.0,5.0,2.0,
44.0,6.0,2.0,4.0
44.0,8.0,2.0,3.0
44.0,9.0,2.0,5.0
44.0,10.0,1.0,9.0
44.0,13.0,1.0,9.0
44.0,16.0,2.0,1.0
44.0,17.0,2.0,6.0
45.0,1.0,1.0,6.0
45.0,2.0,2.0,2.0
45.0,3.0,2.0,4.0
45.0,5.0,1.0,3.0
45.0,9.0,2.0,
45.0,10.0,2.0,3.0
45.0,11.0,2.0,2.0
45.0,12.0,2.0,4.0
45.0,13.0,2.0,1.0
45.0,13.0,3.0,0.0
45.0,14.0,2.0,1.0
45.0,15.0,2.0,1.0
45.0,15.0,3.0,1.0
45.0,16.0,2.0,3.0
45.0,17.0,2.0,4.0
45.0,18.0,2.0,6.0
45.0,19.0,2.0,1.0
46.0,3.0,2.0,6.0
46.0,5.0,2.0,6.0
46.0,5.0,3.0,0.0
46.0,6.0,2.0,6.0
46.0,6.0,3.0,0.0
46.0,7.0,2.0,6.0
46.0,8.0,3.0,3.0
46.0,8.0,4.0,1.0
46.0,9.0,2.0,2.0
46.0,10.0,2.0,5.0
46.0,13.0,2.0,6.0
46.0,14.0,2.0,6.0
46.0,16.0,3.0,0.0
46.0,18.0,2.0,6.0
46.0,19.0,2.0,5.0
46.0,20.0,1.0,8.0
47.0,2.0,2.0,7.0
47.0,2.0,3.0,1.0
47.0,2.0,4.0,0.0
47.0,2.0,5.0,0.0
47.0,2.0,6.0,0.0
47.0,5.0,2.0,3.0
47.0,6.0,2.0,2.0
47.0,7.0,1.0,5.0
47.0,9.0,2.0,4.0
47.0,9.0,6.0,
47.0,10.0,2.0,1.0
47.0,11.0,1.0,4.0
47.0,12.0,1.0,
47.0,12.0,2.0,0.0
47.0,14.0,1.0,3.0
47.0,15.0,2.0,
47.0,16.0,2.0,1.0
47.0,16.0,3.0,0.0
47.0,16.0,5.0,1.0
47.0,18.0,1.0,0.0
47.0,19.0,2.0,5.0
48.0,1.0,2.0,3.0
48.0,1.0,4.0,0.0
48.0,6.0,3.0,1.0
48.0,8.0,1.0,0.0
48.0,9.0,2.0,3.0
48.0,10.0,2.0,3.0
48.0,11.0,1.0,7.0
48.0,11.0,2.0,0.0
48.0,13.0,2.0,2.0
48.0,17.0,2.0,4.0
48.0,20.0,2.0,4.0
49.0,3.0,2.0,3.0
49.0,4.0,2.0,0.0
49.0,5.0,1.0,3.0
49.0,8.0,2.0,3.0
49.0,9.0,7.0,3.0
49.0,16.0,2.0,5.0
49.0,18.0,3.0,0.0
50.0,1.0,2.0,4.0
50.0,1.0,4.0,5.0
50.0,1.0,6.0,4.0
50.0,1.0,10.0,4.0
50.0,1.0,13.0,0.0
50.0,4.0,2.0,4.0
50.0,6.0,2.0,9.0
50.0,10.0,3.0,1.0
50.0,11.0,1.0,0.0
50.0,12.0,2.0,7.0
50.0,13.0,2.0,4.0
50.0,14.0,2.0,3.0
50.0,15.0,1.0,1.0
50.0,17.0,1.0,1.0
51.0,1.0,2.0,3.0
51.0,2.0,2.0,5.0
51.0,2.0,7.0,0.0
51.0,3.0,2.0,2.0
51.0,4.0,2.0,2.0
51.0,5.0,2.0,4.0
51.0,6.0,3.0,0.0
51.0,9.0,4.0,0.0
51.0,11.0,2.0,4.0
51.0,11.0,3.0,0.0
51.0,12.0,2.0,6.0
51.0,13.0,2.0,9.0
51.0,14.0,2.0,4.0
51.0,15.0,2.0,2.0
51.0,15.0,3.0,0.0
51.0,17.0,2.0,2.0
51.0,18.0,1.0,3.0
51.0,20.0,1.0,7.0
51.0,20.0,3.0,2.0
51.0,20.0,6.0,0.0
51.0,20.0,7.0,1.0
52.0,1.0,2.0,2.0
52.0,2.0,1.0,4.0
52.0,3.0,1.0,1.0
52.0,4.0,2.0,0.0
52.0,5.0,1.0,1.0
52.0,6.0,2.0,3.0
52.0,7.0,2.0,1.0
52.0,12.0,2.0,3.0
52.0,12.0,3.0,0.0
52.0,18.0,2.0,2.0
53.0,1.0,1.0,1.0
53.0,2.0,5.0,1.0
53.0,3.0,2.0,8.0
53.0,4.0,2.0,2.0
53.0,5.0,2.0,4.0
53.0,6.0,2.0,2.0
53.0,7.0,2.0,2.0
53.0,8.0,2.0,8.0
53.0,9.0,2.0,7.0
53.0,10.0,1.0,2.0
53.0,11.0,2.0,0.0
53.0,12.0,2.0,6.0
53.0,13.0,1.0,5.0
53.0,14.0,1.0,7.0
53.0,15.0,2.0,2.0
53.0,18.0,1.0,5.0
53.0,19.0,2.0,6.0
53.0,20.0,2.0,8.0
54.0,1.0,2.0,2.0
54.0,4.0,2.0,2.0
54.0,6.0,3.0,1.0
54.0,7.0,3.0,2.0
54.0,8.0,1.0,1.0
54.0,9.0,1.0,3.0
54.0,9.0,5.0,1.0
54.0,13.0,2.0,2.0
54.0,14.0,1.0,1.0
54.0,15.0,2.0,0.0
54.0,18.0,2.0,4.0
54.0,18.0,5.0,0.0
54.0,19.0,2.0,1.0
54.0,20.0,2.0,3.0
55.0,2.0,1.0,1.0
55.0,5.0,2.0,1.0
55.0,6.0,2.0,3.0
55.0,7.0,2.0,4.0
55.0,9.0,2.0,3.0
55.0,11.0,2.0,5.0
55.0,11.0,6.0,2.0
55.0,15.0,2.0,3.0
55.0,16.0,1.0,1.0
55.0,18.0,2.0,5.0
55.0,19.0,2.0,1.0
56.0,1.0,1.0,2.0
56.0,3.0,2.0,1.0
56.0,6.0,3.0,3.0
56.0,7.0,2.0,1.0
56.0,8.0,2.0,8.0
56.0,8.0,3.0,0.0
56.0,10.0,2.0,2.0
56.0,11.0,2.0,3.0
56.0,11.0,3.0,0.0
56.0,11.0,4.0,0.0
56.0,14.0,2.0,4.0
56.0,15.0,2.0,8.0
56.0,15.0,10.0,3.0
56.0,16.0,3.0,0.0
56.0,16.0,5.0,0.0
56.0,19.0,3.0,0.0
56.0,19.0,4.0,0.0
57.0,1.0,2.0,4.0
57.0,3.0,2.0,3.0
57.0,4.0,2.0,6.0
57.0,10.0,2.0,1.0
57.0,11.0,2.0,4.0
57.0,12.0,2.0,6.0
58.0,1.0,3.0,0.0
58.0,2.0,3.0,1.0
58.0,2.0,4.0,0.0
58.0,6.0,1.0,1.0
58.0,7.0,2.0,8.0
58.0,13.0,1.0,0.0
58.0,15.0,1.0,7.0
58.0,16.0,2.0,2.0
58.0,17.0,2.0,
58.0,18.0,1.0,2.0
59.0,1.0,2.0,3.0
59.0,2.0,2.0,3.0
59.0,3.0,2.0,4.0
