HH1,HH2,LN,CM11
112.0,8.0,2.0,0.0
112.0,8.0,3.0,0.0
112.0,8.0,4.0,0.0
112.0,9.0,2.0,1.0
112.0,11.0,2.0,1.0
112.0,12.0,2.0,1.0
112.0,13.0,1.0,2.0
112.0,14.0,1.0,3.0
112.0,15.0,2.0,6.0
112.0,17.0,2.0,5.0
112.0,18.0,1.0,5.0
113.0,1.0,2.0,8.0
113.0,3.0,2.0,4.0
113.0,3.0,7.0,1.0
113.0,4.0,2.0,4.0
113.0,6.0,1.0,7.0
113.0,6.0,2.0,0.0
113.0,7.0,2.0,6.0
113.0,7.0,3.0,0.0
113.0,8.0,2.0,7.0
113.0,11.0,7.0,5.0
113.0,12.0,1.0,9.0
113.0,14.0,2.0,3.0
113.0,15.0,1.0,4.0
113.0,15.0,2.0,1.0
113.0,17.0,2.0,6.0
113.0,18.0,2.0,5.0
113.0,19.0,2.0,5.0
113.0,20.0,3.0,0.0
114.0,1.0,3.0,0.0
114.0,3.0,2.0,3.0
114.0,5.0,1.0,5.0
114.0,5.0,2.0,0.0
114.0,6.0,2.0,4.0
114.0,8.0,2.0,3.0
114.0,9.0,2.0,2.0
114.0,10.0,2.0,5.0
114.0,10.0,6.0,5.0
114.0,10.0,7.0,0.0
114.0,11.0,2.0,7.0
114.0,12.0,2.0,9.0
114.0,13.0,1.0,1.0
114.0,15.0,4.0,0.0
114.0,15.0,5.0,0.0
114.0,17.0,2.0,2.0
114.0,18.0,1.0,8.0
114.0,19.0,2.0,3.0
115.0,2.0,2.0,5.0
115.0,5.0,2.0,2.0
115.0,6.0,2.0,3.0
115.0,7.0,1.0,2.0
115.0,8.0,2.0,4.0
115.0,9.0,2.0,0.0
115.0,10.0,2.0,4.0
115.0,13.0,5.0,4.0
115.0,13.0,6.0,0.0
115.0,17.0,2.0,4.0
115.0,17.0,10.0,1.0
115.0,18.0,2.0,4.0
115.0,19.0,3.0,2.0
115.0,20.0,2.0,5.0
116.0,1.0,2.0,6.0
116.0,2.0,2.0,6.0
116.0,4.0,1.0,8.0
116.0,4.0,3.0,1.0
116.0,5.0,4.0,1.0
116.0,5.0,5.0,0.0
116.0,6.0,2.0,5.0
116.0,6.0,3.0,0.0
116.0,6.0,4.0,0.0
116.0,7.0,2.0,4.0
116.0,7.0,6.0,0.0
116.0,10.0,2.0,5.0
116.0,11.0,2.0,7.0
116.0,12.0,2.0,7.0
116.0,13.0,2.0,2.0
116.0,14.0,2.0,4.0
116.0,17.0,3.0,1.0
116.0,17.0,6.0,6.0
116.0,17.0,12.0,3.0
116.0,18.0,2.0,0.0
116.0,19.0,1.0,8.0
116.0,20.0,2.0,5.0
117.0,1.0,2.0,1.0
117.0,2.0,1.0,8.0
117.0,3.0,2.0,2.0
117.0,4.0,2.0,4.0
117.0,5.0,2.0,5.0
117.0,6.0,3.0,0.0
117.0,7.0,2.0,5.0
117.0,7.0,6.0,4.0
117.0,8.0,2.0,4.0
117.0,8.0,3.0,0.0
117.0,9.0,2.0,2.0
117.0,10.0,3.0,0.0
117.0,12.0,2.0,2.0
117.0,12.0,5.0,0.0
117.0,13.0,2.0,4.0
117.0,13.0,7.0,1.0
117.0,13.0,9.0,0.0
117.0,14.0,2.0,3.0
117.0,14.0,6.0,2.0
117.0,16.0,2.0,2.0
117.0,16.0,5.0,4.0
117.0,17.0,2.0,6.0
117.0,19.0,2.0,1.0
117.0,20.0,2.0,1.0
118.0,1.0,2.0,0.0
118.0,2.0,1.0,3.0
118.0,3.0,2.0,4.0
118.0,5.0,1.0,3.0
118.0,6.0,2.0,6.0
118.0,7.0,2.0,12.0
118.0,7.0,3.0,0.0
118.0,8.0,1.0,4.0
118.0,9.0,2.0,3.0
118.0,10.0,3.0,1.0
118.0,10.0,5.0,0.0
118.0,11.0,2.0,3.0
118.0,15.0,2.0,4.0
118.0,17.0,2.0,1.0
118.0,18.0,3.0,0.0
118.0,18.0,4.0,0.0
118.0,19.0,2.0,3.0
118.0,20.0,1.0,1.0
119.0,1.0,2.0,7.0
119.0,1.0,4.0,0.0
119.0,2.0,2.0,4.0
119.0,3.0,2.0,2.0
119.0,4.0,2.0,1.0
119.0,7.0,2.0,3.0
119.0,8.0,1.0,8.0
119.0,9.0,2.0,4.0
119.0,10.0,3.0,0.0
119.0,11.0,2.0,1.0
119.0,12.0,2.0,5.0
119.0,12.0,3.0,0.0
119.0,13.0,1.0,6.0
119.0,13.0,2.0,0.0
119.0,13.0,3.0,1.0
119.0,15.0,3.0,0.0
119.0,16.0,2.0,2.0
119.0,17.0,2.0,2.0
119.0,18.0,1.0,0.0
120.0,1.0,1.0,7.0
120.0,2.0,2.0,6.0
120.0,2.0,4.0,0.0
120.0,3.0,3.0,1.0
120.0,4.0,1.0,3.0
120.0,4.0,4.0,0.0
120.0,6.0,1.0,9.0
120.0,6.0,2.0,1.0
120.0,6.0,4.0,0.0
120.0,8.0,1.0,2.0
120.0,11.0,2.0,3.0
120.0,12.0,2.0,1.0
120.0,14.0,1.0,2.0
120.0,16.0,2.0,8.0
120.0,16.0,3.0,0.0
120.0,16.0,4.0,0.0
120.0,16.0,9.0,3.0
120.0,17.0,2.0,
120.0,18.0,2.0,5.0
120.0,18.0,3.0,0.0
120.0,19.0,2.0,3.0
120.0,20.0,2.0,4.0
121.0,1.0,2.0,6.0
121.0,2.0,2.0,
121.0,2.0,4.0,3.0
121.0,2.0,7.0,2.0
121.0,3.0,2.0,1.0
121.0,6.0,1.0,4.0
121.0,6.0,6.0,1.0
121.0,7.0,1.0,2.0
121.0,7.0,2.0,0.0
121.0,7.0,3.0,0.0
121.0,8.0,2.0,5.0
121.0,9.0,2.0,
121.0,10.0,2.0,4.0
121.0,10.0,5.0,0.0
121.0,11.0,1.0,2.0
121.0,14.0,2.0,2.0
121.0,17.0,2.0,
121.0,17.0,7.0,8.0
121.0,17.0,8.0,
121.0,17.0,10.0,1.0
121.0,17.0,17.0,
121.0,17.0,18.0,
122.0,1.0,2.0,4.0
122.0,2.0,2.0,3.0
122.0,2.0,3.0,0.0
122.0,5.0,2.0,2.0
122.0,7.0,2.0,5.0
122.0,10.0,1.0,2.0
122.0,10.0,5.0,0.0
122.0,11.0,2.0,4.0
122.0,12.0,3.0,2.0
122.0,17.0,1.0,0.0
122.0,19.0,3.0,2.0
122.0,19.0,6.0,2.0
122.0,19.0,9.0,0.0
123.0,1.0,2.0,2.0
123.0,3.0,4.0,0.0
123.0,3.0,7.0,6.0
123.0,4.0,2.0,1.0
123.0,5.0,6.0,4.0
123.0,5.0,9.0,2.0
123.0,5.0,16.0,2.0
123.0,5.0,19.0,4.0
123.0,7.0,3.0,0.0
123.0,8.0,2.0,3.0
123.0,8.0,3.0,0.0
123.0,8.0,6.0,1.0
123.0,9.0,2.0,5.0
123.0,9.0,8.0,3.0
123.0,9.0,12.0,2.0
123.0,10.0,2.0,2.0
123.0,10.0,5.0,3.0
123.0,11.0,2.0,4.0
123.0,13.0,2.0,4.0
123.0,14.0,2.0,3.0
123.0,14.0,5.0,1.0
123.0,17.0,2.0,6.0
123.0,17.0,4.0,0.0
123.0,17.0,5.0,0.0
123.0,20.0,2.0,2.0
124.0,1.0,2.0,3.0
124.0,2.0,1.0,5.0
124.0,2.0,2.0,0.0
124.0,4.0,1.0,0.0
124.0,6.0,2.0,4.0
124.0,7.0,2.0,0.0
124.0,9.0,2.0,2.0
124.0,10.0,2.0,0.0
124.0,11.0,1.0,3.0
124.0,12.0,2.0,4.0
124.0,12.0,7.0,0.0
124.0,13.0,2.0,5.0
124.0,13.0,3.0,0.0
124.0,13.0,8.0,2.0
124.0,14.0,1.0,5.0
124.0,14.0,2.0,0.0
124.0,15.0,2.0,7.0
124.0,15.0,4.0,0.0
124.0,16.0,2.0,5.0
124.0,16.0,7.0,4.0
124.0,17.0,1.0,4.0
124.0,18.0,2.0,4.0
124.0,19.0,2.0,4.0
124.0,20.0,1.0,1.0
125.0,1.0,2.0,3.0
125.0,1.0,6.0,2.0
125.0,4.0,2.0,0.0
125.0,5.0,3.0,0.0
125.0,5.0,4.0,0.0
125.0,6.0,2.0,2.0
125.0,6.0,4.0,0.0
125.0,7.0,1.0,0.0
125.0,7.0,2.0,0.0
125.0,10.0,2.0,1.0
125.0,11.0,2.0,1.0
125.0,11.0,4.0,3.0
125.0,11.0,8.0,2.0
125.0,12.0,4.0,2.0
125.0,14.0,2.0,1.0
125.0,14.0,4.0,0.0
125.0,16.0,1.0,0.0
125.0,17.0,1.0,2.0
125.0,19.0,2.0,1.0
125.0,19.0,4.0,2.0
125.0,20.0,2.0,0.0
126.0,2.0,2.0,2.0
126.0,4.0,2.0,0.0
126.0,5.0,2.0,5.0
126.0,5.0,3.0,0.0
126.0,5.0,8.0,4.0
126.0,6.0,2.0,5.0
126.0,8.0,2.0,2.0
126.0,11.0,2.0,3.0
126.0,18.0,1.0,0.0
126.0,18.0,2.0,0.0
126.0,19.0,2.0,4.0
126.0,19.0,6.0,0.0
126.0,20.0,1.0,1.0
127.0,1.0,2.0,3.0
127.0,2.0,2.0,5.0
127.0,2.0,4.0,0.0
127.0,2.0,8.0,0.0
127.0,5.0,1.0,2.0
127.0,6.0,2.0,3.0
127.0,7.0,2.0,4.0
127.0,8.0,1.0,6.0
127.0,8.0,2.0,0.0
127.0,9.0,1.0,2.0
127.0,10.0,1.0,1.0
127.0,11.0,1.0,3.0
127.0,11.0,2.0,0.0
127.0,11.0,3.0,0.0
127.0,14.0,1.0,1.0
127.0,15.0,2.0,0.0
127.0,15.0,3.0,0.0
127.0,18.0,2.0,3.0
127.0,20.0,1.0,3.0
128.0,2.0,2.0,1.0
128.0,3.0,2.0,4.0
128.0,4.0,2.0,0.0
128.0,6.0,2.0,5.0
128.0,7.0,2.0,4.0
128.0,9.0,2.0,3.0
128.0,11.0,2.0,1.0
128.0,12.0,2.0,4.0
128.0,13.0,2.0,5.0
128.0,14.0,2.0,1.0
128.0,15.0,2.0,3.0
128.0,17.0,2.0,4.0
128.0,18.0,2.0,2.0
128.0,19.0,2.0,1.0
128.0,20.0,3.0,0.0
128.0,20.0,5.0,6.0
128.0,20.0,6.0,0.0
128.0,20.0,12.0,4.0
129.0,1.0,2.0,1.0
129.0,1.0,4.0,0.0
129.0,3.0,2.0,7.0
129.0,3.0,4.0,0.0
129.0,4.0,2.0,5.0
129.0,7.0,2.0,3.0
129.0,7.0,6.0,0.0
129.0,12.0,5.0,1.0
129.0,15.0,2.0,4.0
129.0,15.0,7.0,1.0
129.0,16.0,3.0,0.0
129.0,16.0,4.0,0.0
129.0,20.0,2.0,5.0
129.0,20.0,3.0,0.0
129.0,20.0,4.0,0.0
130.0,1.0,2.0,1.0
130.0,2.0,1.0,6.0
130.0,4.0,2.0,2.0
130.0,5.0,2.0,2.0
130.0,6.0,1.0,0.0
130.0,8.0,1.0,3.0
130.0,10.0,2.0,0.0
130.0,10.0,3.0,
130.0,11.0,,
130.0,11.0,1.0,1.0
130.0,12.0,2.0,0.0
130.0,13.0,1.0,3.0
130.0,14.0,1.0,0.0
130.0,14.0,2.0,2.0
130.0,15.0,2.0,3.0
130.0,15.0,3.0,0.0
130.0,15.0,4.0,3.0
130.0,15.0,10.0,0.0
130.0,16.0,2.0,3.0
130.0,18.0,2.0,1.0
130.0,19.0,1.0,3.0
131.0,3.0,2.0,5.0
131.0,5.0,2.0,3.0
131.0,5.0,4.0,0.0
131.0,8.0,1.0,4.0
131.0,9.0,2.0,1.0
131.0,11.0,2.0,4.0
131.0,12.0,1.0,1.0
131.0,12.0,2.0,
131.0,13.0,2.0,0.0
131.0,14.0,2.0,6.0
131.0,15.0,9.0,1.0
131.0,15.0,11.0,6.0
131.0,15.0,12.0,
131.0,16.0,2.0,1.0
131.0,17.0,2.0,0.0
131.0,18.0,2.0,2.0
131.0,19.0,2.0,2.0
131.0,20.0,1.0,1.0
131.0,20.0,4.0,1.0
131.0,20.0,5.0,0.0
132.0,3.0,2.0,3.0
132.0,4.0,2.0,4.0
132.0,5.0,2.0,8.0
132.0,5.0,8.0,6.0
132.0,8.0,2.0,5.0
132.0,8.0,3.0,0.0
132.0,9.0,2.0,4.0
132.0,10.0,2.0,5.0
132.0,10.0,8.0,3.0
132.0,11.0,2.0,3.0
132.0,12.0,2.0,2.0
132.0,14.0,2.0,5.0
132.0,15.0,2.0,9.0
132.0,15.0,7.0,4.0
132.0,15.0,10.0,6.0
132.0,16.0,2.0,10.0
132.0,16.0,5.0,0.0
132.0,16.0,10.0,1.0
132.0,19.0,2.0,6.0
132.0,20.0,5.0,3.0
132.0,20.0,7.0,0.0
133.0,1.0,1.0,1.0
133.0,1.0,4.0,0.0
133.0,2.0,2.0,0.0
133.0,2.0,3.0,0.0
133.0,3.0,2.0,1.0
133.0,4.0,5.0,0.0
133.0,4.0,6.0,0.0
133.0,5.0,2.0,2.0
133.0,5.0,5.0,0.0
133.0,6.0,2.0,2.0
133.0,7.0,2.0,1.0
133.0,7.0,3.0,3.0
133.0,7.0,7.0,5.0
133.0,9.0,3.0,1.0
133.0,10.0,2.0,3.0
133.0,11.0,2.0,1.0
133.0,12.0,2.0,6.0
133.0,12.0,3.0,0.0
133.0,14.0,2.0,2.0
133.0,14.0,5.0,2.0
133.0,15.0,2.0,4.0
133.0,15.0,4.0,0.0
133.0,17.0,1.0,1.0
133.0,18.0,1.0,1.0
133.0,19.0,2.0,6.0
133.0,19.0,5.0,
133.0,20.0,6.0,0.0
134.0,2.0,2.0,2.0
134.0,2.0,5.0,1.0
134.0,4.0,2.0,0.0
134.0,6.0,2.0,3.0
134.0,6.0,3.0,1.0
134.0,6.0,7.0,0.0
134.0,8.0,2.0,
134.0,9.0,2.0,7.0
134.0,9.0,6.0,0.0
134.0,10.0,2.0,7.0
134.0,10.0,3.0,
134.0,10.0,8.0,7.0
134.0,11.0,2.0,6.0
134.0,11.0,6.0,1.0
134.0,13.0,2.0,3.0
134.0,13.0,6.0,3.0
134.0,14.0,5.0,2.0
134.0,15.0,2.0,5.0
134.0,16.0,2.0,4.0
134.0,16.0,5.0,4.0
134.0,17.0,2.0,3.0
134.0,17.0,8.0,0.0
134.0,18.0,2.0,4.0
134.0,19.0,2.0,7.0
134.0,19.0,5.0,5.0
135.0,4.0,2.0,3.0
135.0,4.0,6.0,4.0
135.0,5.0,1.0,2.0
135.0,7.0,2.0,2.0
135.0,7.0,5.0,1.0
135.0,8.0,2.0,1.0
135.0,9.0,2.0,1.0
135.0,10.0,2.0,3.0
135.0,11.0,2.0,6.0
135.0,12.0,2.0,0.0
135.0,12.0,3.0,0.0
135.0,14.0,2.0,2.0
135.0,15.0,2.0,3.0
135.0,16.0,2.0,5.0
135.0,16.0,5.0,2.0
135.0,17.0,2.0,3.0
135.0,17.0,6.0,3.0
135.0,18.0,2.0,6.0
135.0,18.0,3.0,0.0
135.0,19.0,2.0,3.0
135.0,19.0,6.0,1.0
135.0,20.0,2.0,6.0
136.0,1.0,2.0,10.0
136.0,2.0,2.0,1.0
136.0,3.0,2.0,4.0
136.0,5.0,2.0,4.0
136.0,6.0,2.0,6.0
136.0,6.0,3.0,0.0
136.0,7.0,2.0,5.0
136.0,9.0,3.0,0.0
136.0,10.0,2.0,4.0
136.0,10.0,6.0,4.0
136.0,11.0,2.0,1.0
136.0,11.0,3.0,0.0
136.0,12.0,1.0,1.0
136.0,13.0,2.0,6.0
136.0,13.0,3.0,0.0
136.0,13.0,7.0,7.0
136.0,14.0,1.0,5.0
136.0,14.0,2.0,0.0
136.0,15.0,2.0,5.0
136.0,15.0,6.0,0.0
136.0,16.0,2.0,2.0
136.0,17.0,2.0,4.0
136.0,18.0,2.0,5.0
136.0,19.0,2.0,4.0
137.0,1.0,1.0,2.0
137.0,2.0,2.0,1.0
137.0,4.0,2.0,7.0
137.0,4.0,6.0,4.0
137.0,5.0,2.0,4.0
137.0,6.0,2.0,3.0
137.0,7.0,2.0,6.0
137.0,7.0,3.0,0.0
137.0,7.0,4.0,0.0
137.0,8.0,3.0,3.0
137.0,9.0,1.0,5.0
137.0,10.0,1.0,0.0
137.0,11.0,2.0,2.0
137.0,12.0,2.0,1.0
137.0,15.0,2.0,2.0
137.0,18.0,4.0,0.0
137.0,19.0,2.0,4.0
137.0,19.0,5.0,0.0
138.0,1.0,2.0,3.0
138.0,2.0,2.0,5.0
138.0,4.0,3.0,0.0
138.0,5.0,2.0,3.0
138.0,9.0,2.0,2.0
138.0,10.0,2.0,3.0
138.0,11.0,2.0,2.0
138.0,11.0,3.0,1.0
138.0,12.0,2.0,0.0
138.0,13.0,1.0,6.0
138.0,14.0,2.0,3.0
138.0,16.0,2.0,1.0
138.0,17.0,2.0,1.0
138.0,18.0,2.0,4.0
138.0,19.0,2.0,0.0
139.0,3.0,2.0,1.0
139.0,4.0,2.0,2.0
139.0,5.0,2.0,3.0
139.0,7.0,2.0,1.0
139.0,7.0,4.0,0.0
139.0,12.0,4.0,0.0
139.0,14.0,2.0,4.0
139.0,15.0,9.0,1.0
139.0,19.0,2.0,2.0
139.0,19.0,5.0,4.0
140.0,1.0,2.0,0.0
140.0,2.0,2.0,3.0
140.0,4.0,3.0,0.0
140.0,6.0,3.0,0.0
140.0,6.0,4.0,3.0
140.0,6.0,8.0,2.0
140.0,7.0,2.0,1.0
140.0,8.0,2.0,2.0
140.0,10.0,2.0,4.0
140.0,16.0,3.0,1.0
140.0,19.0,2.0,1.0
140.0,19.0,5.0,
141.0,1.0,3.0,0.0
141.0,1.0,10.0,0.0
141.0,2.0,2.0,0.0
141.0,3.0,2.0,1.0
141.0,4.0,2.0,6.0
141.0,4.0,9.0,3.0
141.0,5.0,2.0,1.0
141.0,6.0,2.0,4.0
141.0,6.0,6.0,1.0
141.0,7.0,2.0,5.0
141.0,8.0,2.0,4.0
141.0,8.0,3.0,0.0
141.0,11.0,2.0,0.0
141.0,13.0,4.0,0.0
141.0,16.0,3.0,4.0
141.0,16.0,4.0,0.0
141.0,17.0,5.0,0.0
141.0,17.0,7.0,0.0
141.0,19.0,2.0,8.0
141.0,19.0,4.0,0.0
142.0,1.0,4.0,5.0
142.0,2.0,7.0,1.0
142.0,3.0,3.0,1.0
142.0,3.0,4.0,0.0
142.0,5.0,2.0,2.0
142.0,8.0,2.0,7.0
142.0,9.0,2.0,8.0
142.0,9.0,10.0,2.0
142.0,10.0,2.0,3.0
142.0,11.0,2.0,1.0
142.0,13.0,2.0,4.0
142.0,13.0,5.0,1.0
142.0,15.0,3.0,2.0
142.0,16.0,2.0,1.0
142.0,17.0,2.0,2.0
143.0,1.0,2.0,4.0
143.0,1.0,3.0,0.0
143.0,4.0,2.0,5.0
143.0,5.0,1.0,3.0
143.0,9.0,3.0,0.0
143.0,11.0,2.0,6.0
143.0,12.0,6.0,1.0
143.0,13.0,2.0,2.0
143.0,13.0,3.0,0.0
143.0,13.0,5.0,4.0
143.0,15.0,2.0,5.0
143.0,16.0,2.0,5.0
143.0,17.0,2.0,2.0
143.0,17.0,5.0,4.0
143.0,18.0,2.0,2.0
143.0,19.0,1.0,4.0
143.0,19.0,5.0,0.0
143.0,20.0,2.0,1.0
144.0,2.0,4.0,0.0
144.0,3.0,1.0,2.0
144.0,4.0,2.0,10.0
144.0,4.0,3.0,1.0
144.0,4.0,4.0,0.0
144.0,4.0,8.0,5.0
144.0,5.0,2.0,2.0
144.0,5.0,5.0,1.0
144.0,6.0,2.0,3.0
144.0,8.0,2.0,2.0
144.0,11.0,2.0,1.0
144.0,12.0,2.0,3.0
144.0,13.0,4.0,0.0
144.0,13.0,11.0,4.0
144.0,15.0,2.0,1.0
144.0,16.0,5.0,0.0
144.0,17.0,2.0,1.0
144.0,19.0,3.0,0.0
144.0,20.0,2.0,4.0
145.0,1.0,1.0,0.0
145.0,3.0,2.0,2.0
145.0,6.0,1.0,1.0
145.0,7.0,1.0,3.0
145.0,9.0,2.0,1.0
145.0,9.0,3.0,0.0
145.0,13.0,2.0,0.0
145.0,14.0,2.0,5.0
145.0,16.0,2.0,2.0
145.0,18.0,2.0,5.0
145.0,18.0,3.0,0.0
145.0,19.0,2.0,3.0
146.0,4.0,3.0,2.0
146.0,5.0,1.0,1.0
146.0,11.0,2.0,5.0
146.0,14.0,2.0,2.0
146.0,16.0,2.0,6.0
146.0,18.0,2.0,4.0
146.0,20.0,2.0,4.0
147.0,3.0,2.0,3.0
147.0,6.0,2.0,4.0
147.0,7.0,2.0,2.0
147.0,9.0,2.0,5.0
147.0,10.0,2.0,3.0
147.0,10.0,6.0,4.0
147.0,12.0,2.0,7.0
147.0,16.0,2.0,3.0
147.0,19.0,2.0,3.0
147.0,20.0,2.0,2.0
148.0,1.0,2.0,0.0
148.0,3.0,2.0,0.0
148.0,3.0,3.0,5.0
148.0,5.0,2.0,4.0
148.0,6.0,2.0,1.0
148.0,8.0,2.0,5.0
148.0,9.0,2.0,4.0
148.0,11.0,2.0,5.0
148.0,13.0,2.0,3.0
148.0,14.0,2.0,2.0
148.0,15.0,2.0,4.0
148.0,15.0,6.0,4.0
148.0,17.0,2.0,6.0
148.0,18.0,2.0,3.0
148.0,19.0,1.0,1.0
148.0,20.0,2.0,1.0
149.0,1.0,2.0,1.0
149.0,2.0,2.0,2.0
149.0,2.0,5.0,0.0
149.0,3.0,2.0,3.0
149.0,5.0,2.0,3.0
149.0,5.0,5.0,1.0
149.0,6.0,2.0,6.0
149.0,6.0,3.0,5.0
149.0,8.0,2.0,4.0
149.0,9.0,2.0,3.0
149.0,9.0,6.0,3.0
149.0,9.0,10.0,1.0
149.0,10.0,2.0,0.0
149.0,13.0,2.0,2.0
149.0,14.0,1.0,1.0
149.0,15.0,5.0,1.0
149.0,15.0,7.0,0.0
149.0,17.0,2.0,3.0
150.0,1.0,2.0,7.0
150.0,3.0,1.0,8.0
150.0,4.0,3.0,4.0
150.0,6.0,2.0,7.0
150.0,7.0,2.0,3.0
150.0,8.0,2.0,9.0
150.0,13.0,1.0,2.0
150.0,17.0,2.0,5.0
150.0,17.0,4.0,0.0
150.0,19.0,2.0,4.0
151.0,1.0,3.0,0.0
151.0,3.0,2.0,3.0
151.0,4.0,2.0,3.0
151.0,4.0,3.0,2.0
151.0,5.0,1.0,4.0
151.0,6.0,2.0,2.0
151.0,8.0,2.0,1.0
151.0,9.0,1.0,0.0
151.0,10.0,2.0,1.0
151.0,10.0,3.0,0.0
151.0,12.0,2.0,0.0
151.0,13.0,2.0,5.0
151.0,13.0,4.0,0.0
151.0,16.0,2.0,2.0
151.0,17.0,2.0,1.0
151.0,18.0,2.0,3.0
151.0,18.0,3.0,0.0
151.0,18.0,6.0,0.0
151.0,19.0,1.0,0.0
152.0,1.0,2.0,4.0
152.0,3.0,2.0,0.0
152.0,4.0,2.0,5.0
152.0,6.0,2.0,7.0
152.0,6.0,4.0,0.0
152.0,7.0,,
152.0,7.0,3.0,0.0
152.0,7.0,4.0,1.0
152.0,7.0,5.0,7.0
152.0,8.0,2.0,
152.0,9.0,2.0,4.0
152.0,10.0,5.0,2.0
152.0,10.0,8.0,1.0
152.0,11.0,2.0,1.0
152.0,12.0,2.0,3.0
152.0,14.0,1.0,7.0
152.0,15.0,2.0,4.0
152.0,16.0,4.0,2.0
152.0,16.0,5.0,0.0
152.0,16.0,9.0,1.0
153.0,1.0,3.0,2.0
153.0,3.0,2.0,2.0
153.0,4.0,4.0,1.0
153.0,6.0,2.0,2.0
153.0,7.0,2.0,3.0
153.0,8.0,2.0,4.0
153.0,8.0,5.0,0.0
153.0,10.0,2.0,6.0
153.0,12.0,2.0,2.0
153.0,15.0,1.0,4.0
153.0,16.0,2.0,6.0
153.0,16.0,8.0,4.0
153.0,17.0,1.0,2.0
153.0,17.0,7.0,2.0
153.0,19.0,1.0,5.0
153.0,20.0,2.0,3.0
154.0,1.0,2.0,6.0
154.0,1.0,6.0,8.0
154.0,1.0,13.0,
154.0,2.0,2.0,6.0
154.0,2.0,3.0,0.0
154.0,3.0,2.0,3.0
154.0,7.0,2.0,
154.0,9.0,2.0,1.0
154.0,10.0,2.0,7.0
154.0,10.0,8.0,6.0
154.0,11.0,2.0,2.0
154.0,12.0,2.0,5.0
154.0,14.0,2.0,8.0
154.0,14.0,4.0,0.0
154.0,14.0,7.0,6.0
154.0,16.0,4.0,1.0
154.0,18.0,2.0,3.0
154.0,21.0,3.0,
155.0,1.0,1.0,9.0
155.0,2.0,2.0,6.0
155.0,4.0,2.0,5.0
155.0,5.0,2.0,2.0
155.0,6.0,2.0,1.0
155.0,8.0,2.0,3.0
155.0,8.0,5.0,4.0
155.0,9.0,6.0,
155.0,10.0,2.0,8.0
155.0,11.0,2.0,3.0
155.0,11.0,5.0,2.0
155.0,11.0,8.0,5.0
155.0,14.0,2.0,2.0
155.0,19.0,2.0,7.0
155.0,20.0,2.0,5.0
155.0,20.0,6.0,2.0
156.0,1.0,3.0,3.0
156.0,2.0,2.0,
156.0,8.0,2.0,2.0
156.0,10.0,2.0,4.0
156.0,10.0,3.0,0.0
156.0,11.0,2.0,0.0
156.0,13.0,2.0,3.0
156.0,14.0,2.0,4.0
156.0,15.0,2.0,1.0
156.0,17.0,2.0,6.0
156.0,17.0,4.0,
157.0,2.0,2.0,2.0
157.0,4.0,2.0,2.0
157.0,6.0,2.0,4.0
157.0,10.0,2.0,3.0
157.0,11.0,2.0,6.0
157.0,11.0,3.0,0.0
157.0,12.0,3.0,0.0
157.0,16.0,4.0,2.0
157.0,17.0,2.0,3.0
157.0,18.0,2.0,4.0
157.0,20.0,2.0,1.0
158.0,1.0,1.0,4.0
158.0,2.0,2.0,2.0
158.0,4.0,2.0,6.0
158.0,5.0,2.0,1.0
158.0,6.0,2.0,3.0
158.0,8.0,2.0,2.0
158.0,9.0,2.0,2.0
158.0,10.0,2.0,3.0
158.0,11.0,2.0,3.0
158.0,13.0,5.0,1.0
158.0,15.0,4.0,0.0
158.0,15.0,5.0,0.0
158.0,17.0,2.0,4.0
158.0,18.0,1.0,2.0
158.0,19.0,2.0,4.0
158.0,20.0,2.0,6.0
159.0,3.0,2.0,0.0
159.0,3.0,3.0,0.0
159.0,4.0,2.0,4.0
159.0,7.0,1.0,2.0
159.0,8.0,2.0,3.0
159.0,10.0,2.0,5.0
159.0,13.0,2.0,2.0
159.0,14.0,2.0,4.0
159.0,16.0,2.0,2.0
159.0,17.0,1.0,0.0
159.0,18.0,4.0,0.0
159.0,19.0,2.0,2.0
159.0,20.0,1.0,1.0
160.0,1.0,2.0,4.0
160.0,2.0,1.0,3.0
160.0,5.0,3.0,3.0
160.0,9.0,2.0,1.0
160.0,11.0,2.0,1.0
160.0,12.0,2.0,9.0
160.0,12.0,4.0,0.0
160.0,13.0,2.0,3.0
160.0,15.0,2.0,4.0
160.0,15.0,3.0,0.0
160.0,16.0,2.0,2.0
160.0,17.0,2.0,0.0
161.0,3.0,1.0,2.0
161.0,7.0,1.0,2.0
161.0,8.0,2.0,3.0
161.0,9.0,6.0,0.0
161.0,9.0,7.0,0.0
161.0,9.0,8.0,3.0
161.0,10.0,3.0,5.0
161.0,13.0,2.0,4.0
161.0,14.0,2.0,5.0
161.0,15.0,3.0,0.0
161.0,15.0,7.0,7.0
161.0,15.0,11.0,
161.0,16.0,2.0,6.0
161.0,19.0,2.0,9.0
161.0,19.0,4.0,
161.0,20.0,2.0,1.0
162.0,3.0,2.0,4.0
162.0,6.0,2.0,7.0
162.0,7.0,2.0,5.0
162.0,8.0,2.0,4.0
162.0,12.0,2.0,3.0
162.0,13.0,2.0,0.0
162.0,14.0,2.0,1.0
162.0,14.0,4.0,1.0
162.0,15.0,2.0,1.0
162.0,16.0,2.0,5.0
162.0,16.0,3.0,0.0
162.0,17.0,2.0,4.0
162.0,18.0,1.0,5.0
162.0,20.0,1.0,2.0
162.0,20.0,3.0,1.0
